symbol,timestamp,open,high,low,close,volume
BTC,2026-09-07T05:00:00+00:00,79704.0,79888.0,79646.0,79724.0,210.88316
ETH,2026-09-07T05:00:00+00:00,2498.0,2514.0,2497.3,2505.1,5435.2298
BTC,2026-09-07T06:00:00+00:00,79724.0,79798.0,79624.0,79624.0,314.55009
ETH,2026-09-07T06:00:00+00:00,2505.0,2510.3,2496.9,2497.0,12024.9292
BTC,2026-09-07T07:00:00+00:00,79625.0,79661.0,78945.0,79360.0,2272.57915
ETH,2026-09-07T07:00:00+00:00,2497.0,2502.3,2475.0,2488.8,24622.0317
BTC,2026-09-07T08:00:00+00:00,79360.0,79513.0,79360.0,79397.0,783.18675
ETH,2026-09-07T08:00:00+00:00,2489.1,2493.6,2488.5,2490.7,5605.4999
BTC,2026-09-07T09:00:00+00:00,79397.0,79515.0,79254.0,79284.0,534.1429
ETH,2026-09-07T09:00:00+00:00,2490.7,2497.0,2483.8,2484.0,5869.465
BTC,2026-09-07T10:00:00+00:00,79283.0,79429.0,79283.0,79330.0,226.4755
ETH,2026-09-07T10:00:00+00:00,2484.0,2492.6,2484.0,2488.4,6014.67
BTC,2026-09-07T11:00:00+00:00,79330.0,79446.0,79247.0,79395.0,304.68697
ETH,2026-09-07T11:00:00+00:00,2488.4,2493.0,2486.1,2488.9,9247.6273
BTC,2026-09-07T12:00:00+00:00,79396.0,79608.0,79372.0,79588.0,477.41395
ETH,2026-09-07T12:00:00+00:00,2488.8,2507.9,2488.7,2506.0,10977.2238
BTC,2026-09-07T13:00:00+00:00,79589.0,79620.0,79297.0,79329.0,678.94623
ETH,2026-09-07T13:00:00+00:00,2505.8,2512.0,2496.0,2499.0,9120.4049
BTC,2026-09-07T14:00:00+00:00,79329.0,79372.0,78926.0,79159.0,3082.59295
ETH,2026-09-07T14:00:00+00:00,2499.1,2499.8,2476.4,2490.5,30538.0957
BTC,2026-09-07T15:00:00+00:00,79159.0,79159.0,78632.0,78776.0,2358.46176
ETH,2026-09-07T15:00:00+00:00,2490.5,2490.5,2465.1,2469.3,32056.2864
BTC,2026-09-07T16:00:00+00:00,78777.0,78993.0,78763.0,78989.0,1136.40387
ETH,2026-09-07T16:00:00+00:00,2469.3,2482.0,2469.1,2482.0,8674.9914
BTC,2026-09-07T17:00:00+00:00,78990.0,79172.0,78976.0,79147.0,659.99135
ETH,2026-09-07T17:00:00+00:00,2481.9,2498.7,2481.5,2494.9,19344.1169
BTC,2026-09-07T18:00:00+00:00,79148.0,79200.0,79047.0,79161.0,482.59917
ETH,2026-09-07T18:00:00+00:00,2494.8,2496.7,2486.4,2491.1,9148.953
BTC,2026-09-07T19:00:00+00:00,79161.0,79373.0,79112.0,79319.0,402.98957
ETH,2026-09-07T19:00:00+00:00,2491.2,2497.0,2488.5,2495.0,7768.3353
BTC,2026-09-07T20:00:00+00:00,79319.0,79337.0,79122.0,79191.0,603.99934
ETH,2026-09-07T20:00:00+00:00,2494.9,2496.6,2486.3,2494.1,9511.0902
BTC,2026-09-07T21:00:00+00:00,79192.0,79220.0,79110.0,79112.0,364.26909
ETH,2026-09-07T21:00:00+00:00,2494.2,2495.9,2489.5,2490.1,7162.1526
BTC,2026-09-07T22:00:00+00:00,79113.0,79179.0,78741.0,78908.0,1604.88981
ETH,2026-09-07T22:00:00+00:00,2490.2,2491.3,2474.7,2482.4,9229.0136
BTC,2026-09-07T23:00:00+00:00,78907.0,79171.0,78893.0,79072.0,822.34285
ETH,2026-09-07T23:00:00+00:00,2482.1,2493.0,2481.5,2489.2,6089.829
BTC,2026-09-08T00:00:00+00:00,79073.0,79271.0,78928.0,79270.0,579.17397
ETH,2026-09-08T00:00:00+00:00,2489.2,2494.9,2482.6,2494.9,5645.3144
BTC,2026-09-08T01:00:00+00:00,79271.0,79424.0,79224.0,79386.0,345.63037
ETH,2026-09-08T01:00:00+00:00,2495.0,2505.0,2492.7,2503.8,10788.3948
BTC,2026-09-08T02:00:00+00:00,79393.0,79430.0,78888.0,78893.0,600.4167
ETH,2026-09-08T02:00:00+00:00,2503.8,2507.4,2483.8,2483.8,11126.9963
BTC,2026-09-08T03:00:00+00:00,78892.0,78970.0,78685.0,78869.0,1138.35163
ETH,2026-09-08T03:00:00+00:00,2483.8,2487.4,2477.2,2485.6,11435.3977
BTC,2026-09-08T04:00:00+00:00,78870.0,78884.0,78632.0,78641.0,788.34678
ETH,2026-09-08T04:00:00+00:00,2485.7,2485.7,2477.8,2478.2,2391.887
BTC,2026-09-08T05:00:00+00:00,78640.0,78840.0,78470.0,78535.0,1667.81416
ETH,2026-09-08T05:00:00+00:00,2478.3,2483.8,2471.6,2472.4,16184.3964
BTC,2026-09-08T06:00:00+00:00,78534.0,78586.0,78220.0,78285.0,1839.11093
ETH,2026-09-08T06:00:00+00:00,2472.4,2476.0,2460.9,2467.6,27169.1264
BTC,2026-09-08T07:00:00+00:00,78287.0,78565.0,78140.0,78438.0,1172.57649
ETH,2026-09-08T07:00:00+00:00,2467.5,2483.7,2467.3,2478.0,18598.8874
BTC,2026-09-08T08:00:00+00:00,78438.0,78532.0,78250.0,78362.0,905.15607
ETH,2026-09-08T08:00:00+00:00,2477.9,2482.0,2468.5,2476.7,9476.4839
BTC,2026-09-08T09:00:00+00:00,78362.0,78761.0,78300.0,78728.0,1335.98915
ETH,2026-09-08T09:00:00+00:00,2476.7,2494.9,2475.0,2491.5,20707.1405
BTC,2026-09-08T10:00:00+00:00,78728.0,78987.0,78525.0,78525.0,1331.13223
ETH,2026-09-08T10:00:00+00:00,2491.3,2499.0,2480.9,2480.9,10707.9024
BTC,2026-09-08T11:00:00+00:00,78526.0,78542.0,78248.0,78395.0,1151.67644
ETH,2026-09-08T11:00:00+00:00,2480.9,2481.3,2471.1,2474.1,8077.2187
BTC,2026-09-08T12:00:00+00:00,78395.0,78446.0,78174.0,78422.0,948.24909
ETH,2026-09-08T12:00:00+00:00,2474.1,2475.6,2468.0,2471.8,19573.3256
BTC,2026-09-08T13:00:00+00:00,78422.0,78520.0,77617.0,77941.0,4158.74562
ETH,2026-09-08T13:00:00+00:00,2471.8,2474.7,2440.0,2458.7,65528.9807
BTC,2026-09-08T14:00:00+00:00,77944.0,78599.0,77841.0,78533.0,1964.15581
ETH,2026-09-08T14:00:00+00:00,2458.7,2485.9,2455.8,2485.2,40290.3073
BTC,2026-09-08T15:00:00+00:00,78533.0,78888.0,78424.0,78881.0,1648.63388
ETH,2026-09-08T15:00:00+00:00,2485.2,2501.1,2480.6,2498.3,28184.8962
BTC,2026-09-08T16:00:00+00:00,78881.0,78950.0,78547.0,78704.0,1529.22427
ETH,2026-09-08T16:00:00+00:00,2498.2,2504.8,2486.3,2495.8,17702.3094
BTC,2026-09-08T17:00:00+00:00,78704.0,78860.0,78462.0,78472.0,990.9826
ETH,2026-09-08T17:00:00+00:00,2495.8,2501.7,2487.0,2487.4,14990.0234
BTC,2026-09-08T18:00:00+00:00,78471.0,78783.0,78241.0,78402.0,1149.80982
ETH,2026-09-08T18:00:00+00:00,2487.4,2506.1,2476.6,2486.0,31327.3024
BTC,2026-09-08T19:00:00+00:00,78402.0,78494.0,78280.0,78412.0,1325.04901
ETH,2026-09-08T19:00:00+00:00,2486.0,2491.5,2475.3,2481.2,26046.8558
BTC,2026-09-08T20:00:00+00:00,78411.0,78588.0,78377.0,78448.0,755.72107
ETH,2026-09-08T20:00:00+00:00,2481.2,2491.0,2479.8,2482.3,11233.2427
BTC,2026-09-08T21:00:00+00:00,78447.0,78587.0,78367.0,78460.0,522.73997
ETH,2026-09-08T21:00:00+00:00,2482.2,2486.2,2477.9,2482.1,4838.0029
BTC,2026-09-08T22:00:00+00:00,78460.0,78631.0,78407.0,78527.0,579.54792
ETH,2026-09-08T22:00:00+00:00,2482.0,2489.2,2481.3,2488.6,6328.1736
BTC,2026-09-08T23:00:00+00:00,78527.0,78537.0,78369.0,78417.0,196.06784
ETH,2026-09-08T23:00:00+00:00,2488.6,2489.6,2482.2,2484.4,5586.0475
BTC,2026-09-09T00:00:00+00:00,78419.0,78750.0,78418.0,78737.0,512.97074
ETH,2026-09-09T00:00:00+00:00,2484.3,2496.5,2484.3,2495.4,6452.5971
BTC,2026-09-09T01:00:00+00:00,78737.0,78876.0,78608.0,78864.0,905.99583
ETH,2026-09-09T01:00:00+00:00,2495.5,2498.8,2489.0,2497.2,5818.4432
BTC,2026-09-09T02:00:00+00:00,78862.0,78900.0,78666.0,78706.0,203.2557
ETH,2026-09-09T02:00:00+00:00,2497.2,2499.3,2489.5,2493.6,4270.4414
BTC,2026-09-09T03:00:00+00:00,78704.0,78704.0,78516.0,78609.0,218.59108
ETH,2026-09-09T03:00:00+00:00,2493.5,2493.6,2485.6,2488.4,3275.5102
BTC,2026-09-09T04:00:00+00:00,78609.0,78926.0,78609.0,78914.0,329.4896
ETH,2026-09-09T04:00:00+00:00,2488.4,2502.0,2488.4,2498.2,4326.7855
